EdgeID,EdgeType,FromID,ToID,CableID,FiberCount,Length_m,Status,Notes,Enabled,FlowDirect
E-HUB-06-OLT-16,Feeder_Fiber,HUB-06,OLT-16,FD-OLT-16,72,1288.77,Active,,1,1
E-HUB-06-OLT-17,Feeder_Fiber,HUB-06,OLT-17,FD-OLT-17,72,805.14,Active,,1,1
E-HUB-06-OLT-18,Feeder_Fiber,HUB-06,OLT-18,FD-OLT-18,72,1293.22,Active,,1,1
E-OLT-01-JC-FDH-001,Feeder_Fiber,OLT-01,JC-FDH-001,FD-OLT-01-FDH-001,48,367.04,Active,,1,1
E-JC-FDH-001-FDH-001,Feeder_Fiber,JC-FDH-001,FDH-001,FD-FDH-001,48,385.27,Active,,1,1
E-OLT-01-JC-FDH-002,Feeder_Fiber,OLT-01,JC-FDH-002,FD-OLT-01-FDH-002,48,519.95,Active,,1,1
E-JC-FDH-002-FDH-002,Feeder_Fiber,JC-FDH-002,FDH-002,FD-FDH-002,48,420.9,Active,,1,1
E-OLT-01-JC-FDH-003,Feeder_Fiber,OLT-01,JC-FDH-003,FD-OLT-01-FDH-003,48,334.49,Active,,1,1
E-JC-FDH-003-FDH-003,Feeder_Fiber,JC-FDH-003,FDH-003,FD-FDH-003,48,406.93,Active,,1,1
E-OLT-01-JC-FDH-004,Feeder_Fiber,OLT-01,JC-FDH-004,FD-OLT-01-FDH-004,48,410.59,Active,,1,1
E-JC-FDH-004-FDH-004,Feeder_Fiber,JC-FDH-004,FDH-004,FD-FDH-004,48,516.06,Active,,1,1
E-OLT-01-JC-FDH-005,Feeder_Fiber,OLT-01,JC-FDH-005,FD-OLT-01-FDH-005,48,373.5,Active,,1,1
E-JC-FDH-005-FDH-005,Feeder_Fiber,JC-FDH-005,FDH-005,FD-FDH-005,48,379.24,Active,,1,1
E-OLT-02-JC-FDH-006,Feeder_Fiber,OLT-02,JC-FDH-006,FD-OLT-02-FDH-006,48,328.05,Active,,1,1
E-JC-FDH-006-FDH-006,Feeder_Fiber,JC-FDH-006,FDH-006,FD-FDH-006,48,406.38,Active,,1,1
E-OLT-02-JC-FDH-007,Feeder_Fiber,OLT-02,JC-FDH-007,FD-OLT-02-FDH-007,48,515.17,Active,,1,1
E-JC-FDH-007-FDH-007,Feeder_Fiber,JC-FDH-007,FDH-007,FD-FDH-007,48,427.15,Active,,1,1
E-OLT-02-JC-FDH-008,Feeder_Fiber,OLT-02,JC-FDH-008,FD-OLT-02-FDH-008,48,423.82,Active,,1,1
E-JC-FDH-008-FDH-008,Feeder_Fiber,JC-FDH-008,FDH-008,FD-FDH-008,48,320.11,Active,,1,1
E-OLT-02-JC-FDH-009,Feeder_Fiber,OLT-02,JC-FDH-009,FD-OLT-02-FDH-009,48,481.11,Active,,1,1
E-JC-FDH-009-FDH-009,Feeder_Fiber,JC-FDH-009,FDH-009,FD-FDH-009,48,464.52,Active,,1,1
E-OLT-02-JC-FDH-010,Feeder_Fiber,OLT-02,JC-FDH-010,FD-OLT-02-FDH-010,48,412.54,Active,,1,1
E-JC-FDH-010-FDH-010,Feeder_Fiber,JC-FDH-010,FDH-010,FD-FDH-010,48,350.12,Active,,1,1
E-OLT-03-JC-FDH-011,Feeder_Fiber,OLT-03,JC-FDH-011,FD-OLT-03-FDH-011,48,299.25,Active,,1,1
E-JC-FDH-011-FDH-011,Feeder_Fiber,JC-FDH-011,FDH-011,FD-FDH-011,48,440.72,Active,,1,1
E-OLT-03-JC-FDH-012,Feeder_Fiber,OLT-03,JC-FDH-012,FD-OLT-03-FDH-012,48,484.26,Active,,1,1
E-JC-FDH-012-FDH-012,Feeder_Fiber,JC-FDH-012,FDH-012,FD-FDH-012,48,456.66,Active,,1,1
E-OLT-03-JC-FDH-013,Feeder_Fiber,OLT-03,JC-FDH-013,FD-OLT-03-FDH-013,48,298.04,Active,,1,1
E-JC-FDH-013-FDH-013,Feeder_Fiber,JC-FDH-013,FDH-013,FD-FDH-013,48,444.6,Active,,1,1
E-OLT-03-JC-FDH-014,Feeder_Fiber,OLT-03,JC-FDH-014,FD-OLT-03-FDH-014,48,540.64,Active,,1,1
E-JC-FDH-014-FDH-014,Feeder_Fiber,JC-FDH-014,FDH-014,FD-FDH-014,48,387.67,Active,,1,1
E-OLT-03-JC-FDH-015,Feeder_Fiber,OLT-03,JC-FDH-015,FD-OLT-03-FDH-015,48,311.85,Active,,1,1
E-JC-FDH-015-FDH-015,Feeder_Fiber,JC-FDH-015,FDH-015,FD-FDH-015,48,440.38,Active,,1,1
E-OLT-04-JC-FDH-016,Feeder_Fiber,OLT-04,JC-FDH-016,FD-OLT-04-FDH-016,48,390.58,Active,,1,1
E-JC-FDH-016-FDH-016,Feeder_Fiber,JC-FDH-016,FDH-016,FD-FDH-016,48,359.94,Active,,1,1
E-OLT-04-JC-FDH-017,Feeder_Fiber,OLT-04,JC-FDH-017,FD-OLT-04-FDH-017,48,390.96,Active,,1,1
E-JC-FDH-017-FDH-017,Feeder_Fiber,JC-FDH-017,FDH-017,FD-FDH-017,48,549.71,Active,,1,1
E-OLT-04-JC-FDH-018,Feeder_Fiber,OLT-04,JC-FDH-018,FD-OLT-04-FDH-018,48,318.85,Active,,1,1
E-JC-FDH-018-FDH-018,Feeder_Fiber,JC-FDH-018,FDH-018,FD-FDH-018,48,427.19,Active,,1,1
E-OLT-04-JC-FDH-019,Feeder_Fiber,OLT-04,JC-FDH-019,FD-OLT-04-FDH-019,48,488.13,Active,,1,1
E-JC-FDH-019-FDH-019,Feeder_Fiber,JC-FDH-019,FDH-019,FD-FDH-019,48,443.19,Active,,1,1
E-OLT-04-JC-FDH-020,Feeder_Fiber,OLT-04,JC-FDH-020,FD-OLT-04-FDH-020,48,374.52,Active,,1,1
E-JC-FDH-020-FDH-020,Feeder_Fiber,JC-FDH-020,FDH-020,FD-FDH-020,48,385.17,Active,,1,1
E-OLT-05-JC-FDH-021,Feeder_Fiber,OLT-05,JC-FDH-021,FD-OLT-05-FDH-021,48,337.67,Active,,1,1
E-JC-FDH-021-FDH-021,Feeder_Fiber,JC-FDH-021,FDH-021,FD-FDH-021,48,398.09,Active,,1,1
E-OLT-05-JC-FDH-022,Feeder_Fiber,OLT-05,JC-FDH-022,FD-OLT-05-FDH-022,48,376.6,Active,,1,1
E-JC-FDH-022-FDH-022,Feeder_Fiber,JC-FDH-022,FDH-022,FD-FDH-022,48,563.65,Active,,1,1
E-OLT-05-JC-FDH-023,Feeder_Fiber,OLT-05,JC-FDH-023,FD-OLT-05-FDH-023,48,417.1,Active,,1,1
E-JC-FDH-023-FDH-023,Feeder_Fiber,JC-FDH-023,FDH-023,FD-FDH-023,48,323.97,Active,,1,1
E-OLT-05-JC-FDH-024,Feeder_Fiber,OLT-05,JC-FDH-024,FD-OLT-05-FDH-024,48,483.95,Active,,1,1
E-JC-FDH-024-FDH-024,Feeder_Fiber,JC-FDH-024,FDH-024,FD-FDH-024,48,448.73,Active,,1,1
E-OLT-05-JC-FDH-025,Feeder_Fiber,OLT-05,JC-FDH-025,FD-OLT-05-FDH-025,48,341.53,Active,,1,1
E-JC-FDH-025-FDH-025,Feeder_Fiber,JC-FDH-025,FDH-025,FD-FDH-025,48,422.03,Active,,1,1
E-OLT-06-JC-FDH-026,Feeder_Fiber,OLT-06,JC-FDH-026,FD-OLT-06-FDH-026,48,344.42,Active,,1,1
E-JC-FDH-026-FDH-026,Feeder_Fiber,JC-FDH-026,FDH-026,FD-FDH-026,48,407.63,Active,,1,1
E-OLT-06-JC-FDH-027,Feeder_Fiber,OLT-06,JC-FDH-027,FD-OLT-06-FDH-027,48,386.1,Active,,1,1
E-JC-FDH-027-FDH-027,Feeder_Fiber,JC-FDH-027,FDH-027,FD-FDH-027,48,554.29,Active,,1,1
E-OLT-06-JC-FDH-028,Feeder_Fiber,OLT-06,JC-FDH-028,FD-OLT-06-FDH-028,48,411.18,Active,,1,1
E-JC-FDH-028-FDH-028,Feeder_Fiber,JC-FDH-028,FDH-028,FD-FDH-028,48,337.35,Active,,1,1
E-OLT-06-JC-FDH-029,Feeder_Fiber,OLT-06,JC-FDH-029,FD-OLT-06-FDH-029,48,446.45,Active,,1,1
E-JC-FDH-029-FDH-029,Feeder_Fiber,JC-FDH-029,FDH-029,FD-FDH-029,48,479.75,Active,,1,1
E-OLT-06-JC-FDH-030,Feeder_Fiber,OLT-06,JC-FDH-030,FD-OLT-06-FDH-030,48,412.26,Active,,1,1
E-JC-FDH-030-FDH-030,Feeder_Fiber,JC-FDH-030,FDH-030,FD-FDH-030,48,340.36,Active,,1,1
E-OLT-07-JC-FDH-031,Feeder_Fiber,OLT-07,JC-FDH-031,FD-OLT-07-FDH-031,48,338.14,Active,,1,1
E-JC-FDH-031-FDH-031,Feeder_Fiber,JC-FDH-031,FDH-031,FD-FDH-031,48,396.85,Active,,1,1
E-OLT-07-JC-FDH-032,Feeder_Fiber,OLT-07,JC-FDH-032,FD-OLT-07-FDH-032,48,547.37,Active,,1,1
E-JC-FDH-032-FDH-032,Feeder_Fiber,JC-FDH-032,FDH-032,FD-FDH-032,48,393.47,Active,,1,1
E-OLT-07-JC-FDH-033,Feeder_Fiber,OLT-07,JC-FDH-033,FD-OLT-07-FDH-033,48,401.18,Active,,1,1
E-JC-FDH-033-FDH-033,Feeder_Fiber,JC-FDH-033,FDH-033,FD-FDH-033,48,354.12,Active,,1,1
E-OLT-07-JC-FDH-034,Feeder_Fiber,OLT-07,JC-FDH-034,FD-OLT-07-FDH-034,48,394.66,Active,,1,1
E-JC-FDH-034-FDH-034,Feeder_Fiber,JC-FDH-034,FDH-034,FD-FDH-034,48,532.34,Active,,1,1
E-OLT-07-JC-FDH-035,Feeder_Fiber,OLT-07,JC-FDH-035,FD-OLT-07-FDH-035,48,372.42,Active,,1,1
E-JC-FDH-035-FDH-035,Feeder_Fiber,JC-FDH-035,FDH-035,FD-FDH-035,48,390.14,Active,,1,1
E-OLT-08-JC-FDH-036,Feeder_Fiber,OLT-08,JC-FDH-036,FD-OLT-08-FDH-036,48,396.07,Active,,1,1
E-JC-FDH-036-FDH-036,Feeder_Fiber,JC-FDH-036,FDH-036,FD-FDH-036,48,352.58,Active,,1,1
E-OLT-08-JC-FDH-037,Feeder_Fiber,OLT-08,JC-FDH-037,FD-OLT-08-FDH-037,48,525.82,Active,,1,1
E-JC-FDH-037-FDH-037,Feeder_Fiber,JC-FDH-037,FDH-037,FD-FDH-037,48,427.95,Active,,1,1
E-OLT-08-JC-FDH-038,Feeder_Fiber,OLT-08,JC-FDH-038,FD-OLT-08-FDH-038,48,315.3,Active,,1,1
E-JC-FDH-038-FDH-038,Feeder_Fiber,JC-FDH-038,FDH-038,FD-FDH-038,48,425.96,Active,,1,1
E-OLT-08-JC-FDH-039,Feeder_Fiber,OLT-08,JC-FDH-039,FD-OLT-08-FDH-039,48,426.94,Active,,1,1
E-JC-FDH-039-FDH-039,Feeder_Fiber,JC-FDH-039,FDH-039,FD-FDH-039,48,503.53,Active,,1,1
E-OLT-08-JC-FDH-040,Feeder_Fiber,OLT-08,JC-FDH-040,FD-OLT-08-FDH-040,48,331.61,Active,,1,1
E-JC-FDH-040-FDH-040,Feeder_Fiber,JC-FDH-040,FDH-040,FD-FDH-040,48,422.27,Active,,1,1
E-OLT-09-JC-FDH-041,Feeder_Fiber,OLT-09,JC-FDH-041,FD-OLT-09-FDH-041,48,383.44,Active,,1,1
E-JC-FDH-041-FDH-041,Feeder_Fiber,JC-FDH-041,FDH-041,FD-FDH-041,48,366.17,Active,,1,1
E-OLT-09-JC-FDH-042,Feeder_Fiber,OLT-09,JC-FDH-042,FD-OLT-09-FDH-042,48,446.01,Active,,1,1
E-JC-FDH-042-FDH-042,Feeder_Fiber,JC-FDH-042,FDH-042,FD-FDH-042,48,495.77,Active,,1,1
E-OLT-09-JC-FDH-043,Feeder_Fiber,OLT-09,JC-FDH-043,FD-OLT-09-FDH-043,48,461.11,Active,,1,1
E-JC-FDH-043-FDH-043,Feeder_Fiber,JC-FDH-043,FDH-043,FD-FDH-043,48,282.77,Active,,1,1
E-OLT-09-JC-FDH-044,Feeder_Fiber,OLT-09,JC-FDH-044,FD-OLT-09-FDH-044,48,521.29,Active,,1,1
E-JC-FDH-044-FDH-044,Feeder_Fiber,JC-FDH-044,FDH-044,FD-FDH-044,48,405.63,Active,,1,1
E-OLT-09-JC-FDH-045,Feeder_Fiber,OLT-09,JC-FDH-045,FD-OLT-09-FDH-045,48,376.02,Active,,1,1
E-JC-FDH-045-FDH-045,Feeder_Fiber,JC-FDH-045,FDH-045,FD-FDH-045,48,376.74,Active,,1,1
E-OLT-10-JC-FDH-046,Feeder_Fiber,OLT-10,JC-FDH-046,FD-OLT-10-FDH-046,48,342.09,Active,,1,1
E-JC-FDH-046-FDH-046,Feeder_Fiber,JC-FDH-046,FDH-046,FD-FDH-046,48,395.05,Active,,1,1
E-OLT-10-JC-FDH-047,Feeder_Fiber,OLT-10,JC-FDH-047,FD-OLT-10-FDH-047,48,539.65,Active,,1,1
E-JC-FDH-047-FDH-047,Feeder_Fiber,JC-FDH-047,FDH-047,FD-FDH-047,48,401.67,Active,,1,1
E-OLT-10-JC-FDH-048,Feeder_Fiber,OLT-10,JC-FDH-048,FD-OLT-10-FDH-048,48,464.45,Active,,1,1
E-JC-FDH-048-FDH-048,Feeder_Fiber,JC-FDH-048,FDH-048,FD-FDH-048,48,278.21,Active,,1,1
E-OLT-10-JC-FDH-049,Feeder_Fiber,OLT-10,JC-FDH-049,FD-OLT-10-FDH-049,48,392.5,Active,,1,1
E-JC-FDH-049-FDH-049,Feeder_Fiber,JC-FDH-049,FDH-049,FD-FDH-049,48,534.51,Active,,1,1
E-OLT-10-JC-FDH-050,Feeder_Fiber,OLT-10,JC-FDH-050,FD-OLT-10-FDH-050,48,411.05,Active,,1,1
E-JC-FDH-050-FDH-050,Feeder_Fiber,JC-FDH-050,FDH-050,FD-FDH-050,48,344.63,Active,,1,1
E-OLT-11-JC-FDH-051,Feeder_Fiber,OLT-11,JC-FDH-051,FD-OLT-11-FDH-051,48,437.35,Active,,1,1
E-JC-FDH-051-FDH-051,Feeder_Fiber,JC-FDH-051,FDH-051,FD-FDH-051,48,302.37,Active,,1,1
E-OLT-11-JC-FDH-052,Feeder_Fiber,OLT-11,JC-FDH-052,FD-OLT-11-FDH-052,48,470.65,Active,,1,1
E-JC-FDH-052-FDH-052,Feeder_Fiber,JC-FDH-052,FDH-052,FD-FDH-052,48,471.36,Active,,1,1
E-OLT-11-JC-FDH-053,Feeder_Fiber,OLT-11,JC-FDH-053,FD-OLT-11-FDH-053,48,423.87,Active,,1,1
E-JC-FDH-053-FDH-053,Feeder_Fiber,JC-FDH-053,FDH-053,FD-FDH-053,48,317.46,Active,,1,1
E-OLT-11-JC-FDH-054,Feeder_Fiber,OLT-11,JC-FDH-054,FD-OLT-11-FDH-054,48,496.49,Active,,1,1
E-JC-FDH-054-FDH-054,Feeder_Fiber,JC-FDH-054,FDH-054,FD-FDH-054,48,447.98,Active,,1,1
E-OLT-11-JC-FDH-055,Feeder_Fiber,OLT-11,JC-FDH-055,FD-OLT-11-FDH-055,48,362.52,Active,,1,1
E-JC-FDH-055-FDH-055,Feeder_Fiber,JC-FDH-055,FDH-055,FD-FDH-055,48,391.27,Active,,1,1
E-OLT-12-JC-FDH-056,Feeder_Fiber,OLT-12,JC-FDH-056,FD-OLT-12-FDH-056,48,331.52,Active,,1,1
E-JC-FDH-056-FDH-056,Feeder_Fiber,JC-FDH-056,FDH-056,FD-FDH-056,48,414.84,Active,,1,1
E-OLT-12-JC-FDH-057,Feeder_Fiber,OLT-12,JC-FDH-057,FD-OLT-12-FDH-057,48,374.78,Active,,1,1
E-JC-FDH-057-FDH-057,Feeder_Fiber,JC-FDH-057,FDH-057,FD-FDH-057,48,566.16,Active,,1,1
E-OLT-12-JC-FDH-058,Feeder_Fiber,OLT-12,JC-FDH-058,FD-OLT-12-FDH-058,48,406.75,Active,,1,1
E-JC-FDH-058-FDH-058,Feeder_Fiber,JC-FDH-058,FDH-058,FD-FDH-058,48,341.01,Active,,1,1
E-OLT-12-JC-FDH-059,Feeder_Fiber,OLT-12,JC-FDH-059,FD-OLT-12-FDH-059,48,448.92,Active,,1,1
E-JC-FDH-059-FDH-059,Feeder_Fiber,JC-FDH-059,FDH-059,FD-FDH-059,48,478.57,Active,,1,1
E-OLT-12-JC-FDH-060,Feeder_Fiber,OLT-12,JC-FDH-060,FD-OLT-12-FDH-060,48,433.01,Active,,1,1
E-JC-FDH-060-FDH-060,Feeder_Fiber,JC-FDH-060,FDH-060,FD-FDH-060,48,325.1,Active,,1,1
E-OLT-13-JC-FDH-061,Feeder_Fiber,OLT-13,JC-FDH-061,FD-OLT-13-FDH-061,48,429.43,Active,,1,1
E-JC-FDH-061-FDH-061,Feeder_Fiber,JC-FDH-061,FDH-061,FD-FDH-061,48,306.29,Active,,1,1
E-OLT-13-JC-FDH-062,Feeder_Fiber,OLT-13,JC-FDH-062,FD-OLT-13-FDH-062,48,510.22,Active,,1,1
E-JC-FDH-062-FDH-062,Feeder_Fiber,JC-FDH-062,FDH-062,FD-FDH-062,48,430.46,Active,,1,1
E-OLT-13-JC-FDH-063,Feeder_Fiber,OLT-13,JC-FDH-063,FD-OLT-13-FDH-063,48,401.47,Active,,1,1
E-JC-FDH-063-FDH-063,Feeder_Fiber,JC-FDH-063,FDH-063,FD-FDH-063,48,339.64,Active,,1,1
E-OLT-13-JC-FDH-064,Feeder_Fiber,OLT-13,JC-FDH-064,FD-OLT-13-FDH-064,48,469.81,Active,,1,1
E-JC-FDH-064-FDH-064,Feeder_Fiber,JC-FDH-064,FDH-064,FD-FDH-064,48,459.64,Active,,1,1
E-OLT-13-JC-FDH-065,Feeder_Fiber,OLT-13,JC-FDH-065,FD-OLT-13-FDH-065,48,472.35,Active,,1,1
E-JC-FDH-065-FDH-065,Feeder_Fiber,JC-FDH-065,FDH-065,FD-FDH-065,48,280.8,Active,,1,1
E-OLT-14-JC-FDH-066,Feeder_Fiber,OLT-14,JC-FDH-066,FD-OLT-14-FDH-066,48,416.14,Active,,1,1
E-JC-FDH-066-FDH-066,Feeder_Fiber,JC-FDH-066,FDH-066,FD-FDH-066,48,330.76,Active,,1,1
E-OLT-14-JC-FDH-067,Feeder_Fiber,OLT-14,JC-FDH-067,FD-OLT-14-FDH-067,48,379.5,Active,,1,1
E-JC-FDH-067-FDH-067,Feeder_Fiber,JC-FDH-067,FDH-067,FD-FDH-067,48,565.18,Active,,1,1
E-OLT-14-JC-FDH-068,Feeder_Fiber,OLT-14,JC-FDH-068,FD-OLT-14-FDH-068,48,405.13,Active,,1,1
E-JC-FDH-068-FDH-068,Feeder_Fiber,JC-FDH-068,FDH-068,FD-FDH-068,48,344.59,Active,,1,1
E-OLT-14-JC-FDH-069,Feeder_Fiber,OLT-14,JC-FDH-069,FD-OLT-14-FDH-069,48,457.64,Active,,1,1
E-JC-FDH-069-FDH-069,Feeder_Fiber,JC-FDH-069,FDH-069,FD-FDH-069,48,484.69,Active,,1,1
E-OLT-14-JC-FDH-070,Feeder_Fiber,OLT-14,JC-FDH-070,FD-OLT-14-FDH-070,48,298.51,Active,,1,1
E-JC-FDH-070-FDH-070,Feeder_Fiber,JC-FDH-070,FDH-070,FD-FDH-070,48,454.19,Active,,1,1
E-OLT-15-JC-FDH-071,Feeder_Fiber,OLT-15,JC-FDH-071,FD-OLT-15-FDH-071,48,427.93,Active,,1,1
E-JC-FDH-071-FDH-071,Feeder_Fiber,JC-FDH-071,FDH-071,FD-FDH-071,48,315.55,Active,,1,1
E-OLT-15-JC-FDH-072,Feeder_Fiber,OLT-15,JC-FDH-072,FD-OLT-15-FDH-072,48,421.47,Active,,1,1
E-JC-FDH-072-FDH-072,Feeder_Fiber,JC-FDH-072,FDH-072,FD-FDH-072,48,519.88,Active,,1,1
E-OLT-15-JC-FDH-073,Feeder_Fiber,OLT-15,JC-FDH-073,FD-OLT-15-FDH-073,48,392.08,Active,,1,1
E-JC-FDH-073-FDH-073,Feeder_Fiber,JC-FDH-073,FDH-073,FD-FDH-073,48,360.17,Active,,1,1
E-OLT-15-JC-FDH-074,Feeder_Fiber,OLT-15,JC-FDH-074,FD-OLT-15-FDH-074,48,445.8,Active,,1,1
E-JC-FDH-074-FDH-074,Feeder_Fiber,JC-FDH-074,FDH-074,FD-FDH-074,48,486.12,Active,,1,1
E-OLT-15-JC-FDH-075,Feeder_Fiber,OLT-15,JC-FDH-075,FD-OLT-15-FDH-075,48,438.68,Active,,1,1
E-JC-FDH-075-FDH-075,Feeder_Fiber,JC-FDH-075,FDH-075,FD-FDH-075,48,313.55,Active,,1,1
E-OLT-16-JC-FDH-076,Feeder_Fiber,OLT-16,JC-FDH-076,FD-OLT-16-FDH-076,48,319.99,Active,,1,1
E-JC-FDH-076-FDH-076,Feeder_Fiber,JC-FDH-076,FDH-076,FD-FDH-076,48,414.29,Active,,1,1
E-OLT-16-JC-FDH-077,Feeder_Fiber,OLT-16,JC-FDH-077,FD-OLT-16-FDH-077,48,485.96,Active,,1,1
E-JC-FDH-077-FDH-077,Feeder_Fiber,JC-FDH-077,FDH-077,FD-FDH-077,48,460.91,Active,,1,1
E-OLT-16-JC-FDH-078,Feeder_Fiber,OLT-16,JC-FDH-078,FD-OLT-16-FDH-078,48,360.34,Active,,1,1
E-JC-FDH-078-FDH-078,Feeder_Fiber,JC-FDH-078,FDH-078,FD-FDH-078,48,388.01,Active,,1,1
E-OLT-16-JC-FDH-079,Feeder_Fiber,OLT-16,JC-FDH-079,FD-OLT-16-FDH-079,48,420.42,Active,,1,1
E-JC-FDH-079-FDH-079,Feeder_Fiber,JC-FDH-079,FDH-079,FD-FDH-079,48,508.36,Active,,1,1
E-OLT-16-JC-FDH-080,Feeder_Fiber,OLT-16,JC-FDH-080,FD-OLT-16-FDH-080,48,378.34,Active,,1,1
E-JC-FDH-080-FDH-080,Feeder_Fiber,JC-FDH-080,FDH-080,FD-FDH-080,48,374.81,Active,,1,1
E-OLT-17-JC-FDH-081,Feeder_Fiber,OLT-17,JC-FDH-081,FD-OLT-17-FDH-081,48,413.26,Active,,1,1
E-JC-FDH-081-FDH-081,Feeder_Fiber,JC-FDH-081,FDH-081,FD-FDH-081,48,325.09,Active,,1,1
E-OLT-17-JC-FDH-082,Feeder_Fiber,OLT-17,JC-FDH-082,FD-OLT-17-FDH-082,48,517.1,Active,,1,1
E-JC-FDH-082-FDH-082,Feeder_Fiber,JC-FDH-082,FDH-082,FD-FDH-082,48,431.03,Active,,1,1
E-OLT-17-JC-FDH-083,Feeder_Fiber,OLT-17,JC-FDH-083,FD-OLT-17-FDH-083,48,388.28,Active,,1,1
E-JC-FDH-083-FDH-083,Feeder_Fiber,JC-FDH-083,FDH-083,FD-FDH-083,48,353.67,Active,,1,1
E-OLT-17-JC-FDH-084,Feeder_Fiber,OLT-17,JC-FDH-084,FD-OLT-17-FDH-084,48,551.38,Active,,1,1
E-JC-FDH-084-FDH-084,Feeder_Fiber,JC-FDH-084,FDH-084,FD-FDH-084,48,377.94,Active,,1,1
E-OLT-17-JC-FDH-085,Feeder_Fiber,OLT-17,JC-FDH-085,FD-OLT-17-FDH-085,48,378.22,Active,,1,1
E-JC-FDH-085-FDH-085,Feeder_Fiber,JC-FDH-085,FDH-085,FD-FDH-085,48,378.68,Active,,1,1
E-OLT-18-JC-FDH-086,Feeder_Fiber,OLT-18,JC-FDH-086,FD-OLT-18-FDH-086,48,301.15,Active,,1,1
E-JC-FDH-086-FDH-086,Feeder_Fiber,JC-FDH-086,FDH-086,FD-FDH-086,48,437.41,Active,,1,1
E-OLT-18-JC-FDH-087,Feeder_Fiber,OLT-18,JC-FDH-087,FD-OLT-18-FDH-087,48,483.5,Active,,1,1
E-JC-FDH-087-FDH-087,Feeder_Fiber,JC-FDH-087,FDH-087,FD-FDH-087,48,465.73,Active,,1,1
E-OLT-18-JC-FDH-088,Feeder_Fiber,OLT-18,JC-FDH-088,FD-OLT-18-FDH-088,48,460.87,Active,,1,1
