JunctionID,JuncType,Name,Lon,Lat,Level,ParentID,Status,Capacity,Notes,Enabled,AncillaryR
JC-FDH-049,Joint_Closure,Joint_FDH-049,69.1451246,34.48658737,4,OLT-10,Active,72,Feeder joint,1,0
FDH-050,FDH,FDH_OLT-10_5,69.15094102,34.48232497,4,OLT-10,Active,512,OLT-10,1,0
JC-FDH-050,Joint_Closure,Joint_FDH-050,69.15018924,34.48536991,4,OLT-10,Active,72,Feeder joint,1,0
FDH-051,FDH,FDH_OLT-11_1,69.16628027,34.48851404,4,OLT-11,Active,512,OLT-11,1,0
JC-FDH-051,Joint_Closure,Joint_FDH-051,69.16302048,34.4889019,4,OLT-11,Active,72,Feeder joint,1,0
FDH-052,FDH,FDH_OLT-11_2,69.16137044,34.49659802,4,OLT-11,Active,512,OLT-11,1,0
JC-FDH-052,Joint_Closure,Joint_FDH-052,69.16012412,34.49247441,4,OLT-11,Active,72,Feeder joint,1,0
FDH-053,FDH,FDH_OLT-11_3,69.15180813,34.49251098,4,OLT-11,Active,512,OLT-11,1,0
JC-FDH-053,Joint_Closure,Joint_FDH-053,69.15459729,34.49081891,4,OLT-11,Active,72,Feeder joint,1,0
FDH-054,FDH,FDH_OLT-11_4,69.1501901,34.48351787,4,OLT-11,Active,512,OLT-11,1,0
JC-FDH-054,Joint_Closure,Joint_FDH-054,69.15461244,34.48522412,4,OLT-11,Active,72,Feeder joint,1,0
FDH-055,FDH,FDH_OLT-11_5,69.1607524,34.48204686,4,OLT-11,Active,512,OLT-11,1,0
JC-FDH-055,Joint_Closure,Joint_FDH-055,69.15921431,34.48533755,4,OLT-11,Active,72,Feeder joint,1,0
FDH-056,FDH,FDH_OLT-12_1,69.18183569,34.48872347,4,OLT-12,Active,512,OLT-12,1,0
JC-FDH-056,Joint_Closure,Joint_FDH-056,69.17737468,34.48813044,4,OLT-12,Active,72,Feeder joint,1,0
FDH-057,FDH,FDH_OLT-12_2,69.17692586,34.49680745,4,OLT-12,Active,512,OLT-12,1,0
JC-FDH-057,Joint_Closure,Joint_FDH-057,69.17488151,34.4919905,4,OLT-12,Active,72,Feeder joint,1,0
FDH-058,FDH,FDH_OLT-12_3,69.16736356,34.49272041,4,OLT-12,Active,512,OLT-12,1,0
JC-FDH-058,Joint_Closure,Joint_FDH-058,69.16999263,34.49054814,4,OLT-12,Active,72,Feeder joint,1,0
FDH-059,FDH,FDH_OLT-12_4,69.16574552,34.4837273,4,OLT-12,Active,512,OLT-12,1,0
JC-FDH-059,Joint_Closure,Joint_FDH-059,69.1697929,34.4864466,4,OLT-12,Active,72,Feeder joint,1,0
FDH-060,FDH,FDH_OLT-12_5,69.17630783,34.48225629,4,OLT-12,Active,512,OLT-12,1,0
JC-FDH-060,Joint_Closure,Joint_FDH-060,69.17476477,34.48489502,4,OLT-12,Active,72,Feeder joint,1,0
FDH-061,FDH,FDH_OLT-13_1,69.12150127,34.52751308,4,OLT-13,Active,512,OLT-13,1,0
JC-FDH-061,Joint_Closure,Joint_FDH-061,69.11817355,34.52772409,4,OLT-13,Active,72,Feeder joint,1,0
FDH-062,FDH,FDH_OLT-13_2,69.11659144,34.53559706,4,OLT-13,Active,512,OLT-13,1,0
JC-FDH-062,Joint_Closure,Joint_FDH-062,69.11533254,34.53185755,4,OLT-13,Active,72,Feeder joint,1,0
FDH-063,FDH,FDH_OLT-13_3,69.10702913,34.53151002,4,OLT-13,Active,512,OLT-13,1,0
JC-FDH-063,Joint_Closure,Joint_FDH-063,69.10998013,34.52966149,4,OLT-13,Active,72,Feeder joint,1,0
FDH-064,FDH,FDH_OLT-13_4,69.1054111,34.52251691,4,OLT-13,Active,512,OLT-13,1,0
JC-FDH-064,Joint_Closure,Joint_FDH-064,69.10916624,34.52525961,4,OLT-13,Active,72,Feeder joint,1,0
FDH-065,FDH,FDH_OLT-13_5,69.1159734,34.5210459,4,OLT-13,Active,512,OLT-13,1,0
JC-FDH-065,Joint_Closure,Joint_FDH-065,69.1152459,34.52350558,4,OLT-13,Active,72,Feeder joint,1,0
FDH-066,FDH,FDH_OLT-14_1,69.13114001,34.51817406,4,OLT-14,Active,512,OLT-14,1,0
JC-FDH-066,Joint_Closure,Joint_FDH-066,69.1276131,34.5175615,4,OLT-14,Active,72,Feeder joint,1,0
FDH-067,FDH,FDH_OLT-14_2,69.12623018,34.52625804,4,OLT-14,Active,512,OLT-14,1,0
JC-FDH-067,Joint_Closure,Joint_FDH-067,69.12391086,34.52153648,4,OLT-14,Active,72,Feeder joint,1,0
FDH-068,FDH,FDH_OLT-14_3,69.11666788,34.522171,4,OLT-14,Active,512,OLT-14,1,0
JC-FDH-068,Joint_Closure,Joint_FDH-068,69.12000377,34.52074494,4,OLT-14,Active,72,Feeder joint,1,0
FDH-069,FDH,FDH_OLT-14_4,69.11504984,34.51317789,4,OLT-14,Active,512,OLT-14,1,0
JC-FDH-069,Joint_Closure,Joint_FDH-069,69.11977552,34.51512827,4,OLT-14,Active,72,Feeder joint,1,0
FDH-070,FDH,FDH_OLT-14_5,69.12561215,34.51170688,4,OLT-14,Active,512,OLT-14,1,0
JC-FDH-070,Joint_Closure,Joint_FDH-070,69.12426247,34.51564751,4,OLT-14,Active,72,Feeder joint,1,0
FDH-071,FDH,FDH_OLT-15_1,69.14490912,34.52667023,4,OLT-15,Active,512,OLT-15,1,0
JC-FDH-071,Joint_Closure,Joint_FDH-071,69.14152914,34.52719228,4,OLT-15,Active,72,Feeder joint,1,0
FDH-072,FDH,FDH_OLT-15_2,69.13999929,34.53475421,4,OLT-15,Active,512,OLT-15,1,0
JC-FDH-072,Joint_Closure,Joint_FDH-072,69.13805145,34.53035167,4,OLT-15,Active,72,Feeder joint,1,0
FDH-073,FDH,FDH_OLT-15_3,69.13043699,34.53066717,4,OLT-15,Active,512,OLT-15,1,0
JC-FDH-073,Joint_Closure,Joint_FDH-073,69.13311152,34.52829009,4,OLT-15,Active,72,Feeder joint,1,0
FDH-074,FDH,FDH_OLT-15_4,69.12881895,34.52167406,4,OLT-15,Active,512,OLT-15,1,0
JC-FDH-074,Joint_Closure,Joint_FDH-074,69.13271139,34.52464715,4,OLT-15,Active,72,Feeder joint,1,0
FDH-075,FDH,FDH_OLT-15_5,69.13938126,34.52020305,4,OLT-15,Active,512,OLT-15,1,0
JC-FDH-075,Joint_Closure,Joint_FDH-075,69.13840114,34.52291182,4,OLT-15,Active,72,Feeder joint,1,0
FDH-076,FDH,FDH_OLT-16_1,69.12975437,34.54113355,4,OLT-16,Active,512,OLT-16,1,0
JC-FDH-076,Joint_Closure,Joint_FDH-076,69.12524032,34.54105446,4,OLT-16,Active,72,Feeder joint,1,0
FDH-077,FDH,FDH_OLT-16_2,69.12484454,34.54921753,4,OLT-16,Active,512,OLT-16,1,0
JC-FDH-077,Joint_Closure,Joint_FDH-077,69.1239242,34.54513131,4,OLT-16,Active,72,Feeder joint,1,0
FDH-078,FDH,FDH_OLT-16_3,69.11528224,34.54513049,4,OLT-16,Active,512,OLT-16,1,0
JC-FDH-078,Joint_Closure,Joint_FDH-078,69.1189807,34.543434,4,OLT-16,Active,72,Feeder joint,1,0
FDH-079,FDH,FDH_OLT-16_4,69.1136642,34.53613738,4,OLT-16,Active,512,OLT-16,1,0
JC-FDH-079,Joint_Closure,Joint_FDH-079,69.11831404,34.53862959,4,OLT-16,Active,72,Feeder joint,1,0
FDH-080,FDH,FDH_OLT-16_5,69.12422651,34.53466637,4,OLT-16,Active,512,OLT-16,1,0
JC-FDH-080,Joint_Closure,Joint_FDH-080,69.12279512,34.53783213,4,OLT-16,Active,72,Feeder joint,1,0
FDH-081,FDH,FDH_OLT-17_1,69.14199186,34.53778728,4,OLT-17,Active,512,OLT-17,1,0
JC-FDH-081,Joint_Closure,Joint_FDH-081,69.13847512,34.53743305,4,OLT-17,Active,72,Feeder joint,1,0
FDH-082,FDH,FDH_OLT-17_2,69.13708203,34.54587126,4,OLT-17,Active,512,OLT-17,1,0
JC-FDH-082,Joint_Closure,Joint_FDH-082,69.13504622,34.54236819,4,OLT-17,Active,72,Feeder joint,1,0
FDH-083,FDH,FDH_OLT-17_3,69.12751972,34.54178422,4,OLT-17,Active,512,OLT-17,1,0
JC-FDH-083,Joint_Closure,Joint_FDH-083,69.13072432,34.5400121,4,OLT-17,Active,72,Feeder joint,1,0
FDH-084,FDH,FDH_OLT-17_4,69.12590169,34.5327911,4,OLT-17,Active,512,OLT-17,1,0
JC-FDH-084,Joint_Closure,Joint_FDH-084,69.12942542,34.53455544,4,OLT-17,Active,72,Feeder joint,1,0
FDH-085,FDH,FDH_OLT-17_5,69.13646399,34.53132009,4,OLT-17,Active,512,OLT-17,1,0
JC-FDH-085,Joint_Closure,Joint_FDH-085,69.13478797,34.53444071,4,OLT-17,Active,72,Feeder joint,1,0
FDH-086,FDH,FDH_OLT-18_1,69.15569487,34.55006729,4,OLT-18,Active,512,OLT-18,1,0
JC-FDH-086,Joint_Closure,Joint_FDH-086,69.15094767,34.54970407,4,OLT-18,Active,72,Feeder joint,1,0
FDH-087,FDH,FDH_OLT-18_2,69.15078504,34.55815127,4,OLT-18,Active,512,OLT-18,1,0
JC-FDH-087,Joint_Closure,Joint_FDH-087,69.14994881,34.55400862,4,OLT-18,Active,72,Feeder joint,1,0
FDH-088,FDH,FDH_OLT-18_3,69.14122273,34.55406423,4,OLT-18,Active,512,OLT-18,1,0
JC-FDH-088,Joint_Closure,Joint_FDH-088,69.14366607,34.55254977,4,OLT-18,Active,72,Feeder joint,1,0
FDH-089,FDH,FDH_OLT-18_4,69.1396047,34.54507111,4,OLT-18,Active,512,OLT-18,1,0
JC-FDH-089,Joint_Closure,Joint_FDH-089,69.14333253,34.54704569,4,OLT-18,Active,72,Feeder joint,1,0
FDH-090,FDH,FDH_OLT-18_5,69.150167,34.5436001,4,OLT-18,Active,512,OLT-18,1,0
JC-FDH-090,Joint_Closure,Joint_FDH-090,69.14915165,34.54709704,4,OLT-18,Active,72,Feeder joint,1,0
SP-0001,Optical_Splitter,Splitter_FDH-001_1,69.16283414,34.52567155,5,FDH-001,Active,16,1:16,1,0
SP-0002,Optical_Splitter,Splitter_FDH-001_2,69.16297666,34.52668684,5,FDH-001,Active,16,1:16,1,0
SP-0003,Optical_Splitter,Splitter_FDH-001_3,69.16250461,34.5277825,5,FDH-001,Active,16,1:16,1,0
SP-0004,Optical_Splitter,Splitter_FDH-001_4,69.16112369,34.52760191,5,FDH-001,Active,16,1:16,1,0
SP-0005,Optical_Splitter,Splitter_FDH-001_5,69.16005559,34.52795288,5,FDH-001,Active,16,1:16,1,0
SP-0006,Optical_Splitter,Splitter_FDH-001_6,69.15876367,34.5277825,5,FDH-001,Active,16,1:16,1,0
SP-0007,Optical_Splitter,Splitter_FDH-001_7,69.15865201,34.52653064,5,FDH-001,Active,16,1:16,1,0
SP-0008,Optical_Splitter,Splitter_FDH-001_8,69.15803414,34.52567155,5,FDH-001,Active,16,1:16,1,0
SP-0009,Optical_Splitter,Splitter_FDH-001_9,69.15793124,34.52450007,5,FDH-001,Active,16,1:16,1,0
SP-0010,Optical_Splitter,Splitter_FDH-001_10,69.15926247,34.52412353,5,FDH-001,Active,16,1:16,1,0
SP-0011,Optical_Splitter,Splitter_FDH-001_11,69.16005559,34.52339022,5,FDH-001,Active,16,1:16,1,0
SP-0012,Optical_Splitter,Splitter_FDH-001_12,69.16130171,34.52303925,5,FDH-001,Active,16,1:16,1,0
SP-0013,Optical_Splitter,Splitter_FDH-001_13,69.16200582,34.52412353,5,FDH-001,Active,16,1:16,1,0
SP-0014,Optical_Splitter,Splitter_FDH-001_14,69.16297666,34.52465626,5,FDH-001,Active,16,1:16,1,0
SP-0015,Optical_Splitter,Splitter_FDH-002_1,69.15792431,34.53375553,5,FDH-002,Active,16,1:16,1,0
SP-0016,Optical_Splitter,Splitter_FDH-002_2,69.15806683,34.53477082,5,FDH-002,Active,16,1:16,1,0
SP-0017,Optical_Splitter,Splitter_FDH-002_3,69.15759478,34.53586648,5,FDH-002,Active,16,1:16,1,0
SP-0018,Optical_Splitter,Splitter_FDH-002_4,69.15621386,34.53568589,5,FDH-002,Active,16,1:16,1,0
SP-0019,Optical_Splitter,Splitter_FDH-002_5,69.15514576,34.53603686,5,FDH-002,Active,16,1:16,1,0
SP-0020,Optical_Splitter,Splitter_FDH-002_6,69.15385384,34.53586648,5,FDH-002,Active,16,1:16,1,0
SP-0021,Optical_Splitter,Splitter_FDH-002_7,69.15374218,34.53461462,5,FDH-002,Active,16,1:16,1,0
SP-0022,Optical_Splitter,Splitter_FDH-002_8,69.15312431,34.53375553,5,FDH-002,Active,16,1:16,1,0
SP-0023,Optical_Splitter,Splitter_FDH-002_9,69.15302141,34.53258405,5,FDH-002,Active,16,1:16,1,0
